FrameNumber, xAcc, yAcc, zAcc, xGyro, yGyro, zGyro
334, -0.813721, -0.115234, -0.592529, -19.332886, 16.723633, -33.538818, 0.000000
334, -0.817871, -0.104248, -0.597412, -19.638062, 17.486572, -32.623291, 0.000000
334, -0.822021, -0.099365, -0.614258, -20.172119, 17.929077, -31.539917, 0.000000
334, -0.830566, -0.090576, -0.635498, -20.751953, 18.234253, -30.776978, 0.000000
334, -0.836182, -0.089355, -0.649414, -21.392822, 18.310547, -29.983521, 0.000000
334, -0.841064, -0.080811, -0.662109, -22.415161, 18.173218, -29.296875, 0.000000
334, -0.844238, -0.073975, -0.683594, -23.376465, 17.883301, -28.381348, 0.000000
334, -0.849121, -0.071777, -0.697754, -24.414063, 17.639160, -27.404785, 0.000000
334, -0.852539, -0.063965, -0.718994, -25.558472, 17.013550, -26.794434, 0.000000
334, -0.852539, -0.063232, -0.729492, -26.489258, 16.387939, -26.107788, 0.000000
334, -0.853271, -0.063477, -0.744873, -27.542114, 16.067505, -25.253296, 0.000000
334, -0.855957, -0.062500, -0.754639, -28.167725, 15.319824, -24.826050, 0.000000
334, -0.854248, -0.063232, -0.752930, -28.366089, 14.526367, -24.459839, 0.000000
334, -0.851807, -0.065918, -0.750244, -28.518677, 13.885498, -23.849487, 0.000000
334, -0.848389, -0.064453, -0.747803, -28.457642, 13.565063, -23.361206, 0.000000
334, -0.847900, -0.072021, -0.730713, -28.106689, 13.153076, -23.040771, 0.000000
334, -0.850342, -0.076904, -0.717529, -28.091431, 12.878418, -22.491455, 0.000000
335, -0.840820, -0.082031, -0.712891, -27.740479, 12.863159, -21.881104, 0.000000
335, -0.840332, -0.084717, -0.699951, -27.587891, 12.878418, -21.301270, 0.000000
335, -0.840332, -0.088379, -0.693359, -27.557373, 12.939453, -20.507813, 0.000000
335, -0.840820, -0.088379, -0.692383, -27.465820, 13.229370, -19.760132, 0.000000
335, -0.838135, -0.083740, -0.694336, -27.160645, 13.473511, -18.783569, 0.000000
335, -0.837646, -0.083008, -0.692139, -26.962280, 13.961792, -17.990112, 0.000000
335, -0.839600, -0.074707, -0.691895, -26.840210, 14.495850, -17.333984, 0.000000
335, -0.837891, -0.069092, -0.695068, -26.565552, 14.831543, -16.586304, 0.000000
335, -0.841309, -0.066162, -0.690186, -26.428223, 15.060425, -15.914917, 0.000000
335, -0.836426, -0.064209, -0.689697, -26.473999, 15.258789, -15.380859, 0.000000
335, -0.839355, -0.051270, -0.686035, -26.794434, 15.548706, -14.892578, 0.000000
335, -0.830811, -0.051758, -0.677490, -27.069092, 15.853882, -14.419556, 0.000000
335, -0.831543, -0.045654, -0.671875, -27.496338, 15.914917, -13.961792, 0.000000
335, -0.830566, -0.050293, -0.672363, -27.877808, 16.174316, -13.381958, 0.000000
335, -0.830078, -0.043457, -0.659912, -28.198242, 16.510010, -13.031006, 0.000000
335, -0.830078, -0.046143, -0.649902, -27.969360, 17.166138, -12.954712, 0.000000
335, -0.833740, -0.040283, -0.639160, -27.740479, 17.730713, -12.542725, 0.000000
336, -0.834961, -0.034912, -0.638916, -27.206421, 18.356323, -12.283325, 0.000000
336, -0.837646, -0.027832, -0.636230, -26.489258, 19.287109, -12.161255, 0.000000
336, -0.844482, -0.016846, -0.639160, -25.512695, 20.217896, -11.932373, 0.000000
336, -0.845703, 0.000732, -0.630859, -24.490356, 21.240234, -11.993408, 0.000000
336, -0.847412, 0.011963, -0.630127, -23.620605, 22.064209, -12.268066, 0.000000
336, -0.850098, 0.029541, -0.629883, -22.796631, 22.903442, -12.542725, 0.000000
336, -0.857666, 0.046875, -0.635986, -22.232056, 23.773193, -12.847900, 0.000000
336, -0.860840, 0.065186, -0.632080, -21.911621, 24.322510, -13.305664, 0.000000
336, -0.867432, 0.081299, -0.640869, -21.987915, 24.963379, -13.931274, 0.000000
336, -0.872070, 0.094727, -0.649170, -22.460938, 25.436401, -14.556885, 0.000000
336, -0.877441, 0.098145, -0.653320, -23.086548, 25.817871, -15.045166, 0.000000
336, -0.882080, 0.104980, -0.666016, -24.063110, 25.817871, -15.487671, 0.000000
336, -0.890381, 0.108643, -0.669189, -25.344849, 25.680542, -15.930176, 0.000000
336, -0.894287, 0.105469, -0.686523, -26.901245, 25.482178, -16.555786, 0.000000
336, -0.898682, 0.105225, -0.708740, -28.076172, 25.054932, -16.738892, 0.000000
336, -0.900391, 0.102539, -0.720703, -29.159546, 24.551392, -17.105103, 0.000000
337, -0.909912, 0.098877, -0.727783, -29.968262, 23.864746, -17.562866, 0.000000
337, -0.909180, 0.088379, -0.734619, -30.303955, 23.040771, -17.929077, 0.000000
337, -0.910889, 0.081299, -0.731934, -30.548096, 22.308350, -18.234253, 0.000000
337, -0.910889, 0.076904, -0.726807, -30.426025, 21.591187, -18.585205, 0.000000
337, -0.907227, 0.072266, -0.723877, -30.120850, 21.011353, -18.844604, 0.000000
337, -0.907715, 0.063965, -0.708496, -29.571533, 20.462036, -19.104004, 0.000000
337, -0.902100, 0.057373, -0.700684, -28.991699, 20.065308, -19.226074, 0.000000
337, -0.899414, 0.052979, -0.693359, -28.335571, 19.821167, -19.287109, 0.000000
337, -0.895996, 0.050049, -0.672607, -27.496338, 19.622803, -19.348145, 0.000000
337, -0.900146, 0.055176, -0.665527, -26.245117, 19.775391, -19.424438, 0.000000
337, -0.892822, 0.059570, -0.651855, -25.344849, 20.034790, -19.348145, 0.000000
337, -0.892334, 0.065674, -0.629883, -24.398804, 20.462036, -19.409180, 0.000000
337, -0.892334, 0.075195, -0.622803, -23.361206, 20.767212, -19.546509, 0.000000
337, -0.885498, 0.084473, -0.610352, -22.628784, 21.224976, -19.332886, 0.000000
337, -0.888916, 0.093018, -0.605225, -22.140503, 21.942139, -19.195557, 0.000000
337, -0.888672, 0.099609, -0.599609, -22.048950, 22.674561, -19.104004, 0.000000
337, -0.893066, 0.113525, -0.605469, -22.171021, 23.117065, -19.149780, 0.000000
338, -0.896240, 0.121094, -0.602539, -22.369385, 23.834229, -19.226074, 0.000000
338, -0.895508, 0.132813, -0.620605, -22.811890, 24.215698, -19.393921, 0.000000
338, -0.899170, 0.136230, -0.630859, -23.117065, 24.414063, -19.561768, 0.000000
338, -0.901123, 0.150391, -0.642822, -23.529053, 24.688721, -19.683838, 0.000000
338, -0.904785, 0.155273, -0.650146, -23.986816, 24.871826, -19.882202, 0.000000
338, -0.904297, 0.164063, -0.664063, -24.627686, 24.841309, -20.141602, 0.000000
338, -0.906738, 0.166992, -0.673584, -25.238037, 24.414063, -20.355225, 0.000000
338, -0.909668, 0.170410, -0.681396, -25.863647, 24.032593, -20.584106, 0.000000
338, -0.915527, 0.170410, -0.690430, -26.397705, 23.468018, -21.118164, 0.000000
338, -0.912842, 0.171387, -0.698975, -26.824951, 22.781372, -21.514893, 0.000000
338, -0.913330, 0.167480, -0.695801, -27.191162, 22.094727, -22.033691, 0.000000
338, -0.914307, 0.165283, -0.703613, -27.069092, 21.347046, -22.705078, 0.000000
338, -0.911133, 0.162109, -0.697021, -26.794434, 20.721436, -23.254395, 0.000000
338, -0.905518, 0.156982, -0.689941, -26.718140, 19.851685, -23.880005, 0.000000
338, -0.906982, 0.150146, -0.685059, -26.519775, 19.073486, -24.597168, 0.000000
338, -0.902344, 0.137939, -0.674316, -25.894165, 18.585205, -25.070190, 0.000000
338, -0.900635, 0.133789, -0.663330, -25.207520, 18.203735, -25.482178, 0.000000
339, -0.897949, 0.122559, -0.661865, -24.566650, 17.684937, -26.031494, 0.000000
339, -0.891602, 0.123291, -0.652588, -23.849487, 17.379761, -26.443481, 0.000000
339, -0.892578, 0.118164, -0.640381, -23.132324, 17.135620, -26.702881, 0.000000
339, -0.885010, 0.119385, -0.641113, -22.171021, 17.059326, -26.962280, 0.000000
339, -0.884033, 0.113281, -0.631836, -21.545410, 16.921997, -27.221680, 0.000000
339, -0.880859, 0.111328, -0.630371, -21.194458, 16.708374, -27.328491, 0.000000
339, -0.878906, 0.113770, -0.632324, -20.660400, 16.708374, -27.450562, 0.000000
339, -0.880859, 0.120117, -0.635986, -20.294189, 16.510010, -27.694702, 0.000000
339, -0.877930, 0.118652, -0.646240, -19.958496, 16.189575, -27.938843, 0.000000
339, -0.885010, 0.121094, -0.643311, -19.790649, 15.869141, -28.060913, 0.000000
339, -0.879883, 0.119873, -0.642822, -19.775391, 15.579224, -28.198242, 0.000000
339, -0.870361, 0.117432, -0.645020, -20.004272, 14.877319, -28.305054, 0.000000
339, -0.867920, 0.111816, -0.643799, -20.339966, 14.266968, -28.396606, 0.000000
339, -0.866699, 0.103516, -0.645996, -20.935059, 13.504028, -28.518677, 0.000000
339, -0.853027, 0.102783, -0.653564, -21.499634, 12.680054, -28.411865, 0.000000
339, -0.849121, 0.094482, -0.645996, -21.972656, 11.978149, -28.244019, 0.000000
340, -0.847412, 0.085449, -0.643311, -22.506714, 11.215210, -28.152466, 0.000000
340, -0.846436, 0.072754, -0.636475, -23.162842, 10.238647, -27.893066, 0.000000
340, -0.841064, 0.064453, -0.629395, -23.529053, 9.490967, -27.694702, 0.000000
340, -0.838623, 0.049072, -0.626709, -23.788452, 9.017944, -27.633667, 0.000000
340, -0.833740, 0.042725, -0.619141, -23.651123, 8.377075, -27.465820, 0.000000
340, -0.823975, 0.029053, -0.607910, -23.605347, 7.858276, -27.114868, 0.000000
340, -0.818359, 0.021973, -0.595215, -23.162842, 7.400513, -26.718140, 0.000000
340, -0.809326, 0.015869, -0.583252, -22.720337, 7.095337, -26.382446, 0.000000
340, -0.805176, 0.008545, -0.572021, -22.338867, 6.927490, -25.863647, 0.000000
340, -0.801514, 0.003906, -0.563477, -21.865845, 6.744385, -25.360107, 0.000000
340, -0.796387, 0.006104, -0.541504, -20.996094, 6.591797, -24.795532, 0.000000
340, -0.794678, 0.010742, -0.532715, -20.675659, 6.835938, -24.215698, 0.000000
340, -0.791748, 0.018555, -0.524414, -20.095825, 6.835938, -23.712158, 0.000000
340, -0.791992, 0.026611, -0.524170, -19.851685, 6.805420, -23.284912, 0.000000
340, -0.791260, 0.028076, -0.510254, -19.882202, 6.820679, -22.842407, 0.000000
340, -0.783203, 0.034424, -0.506104, -19.882202, 6.912231, -22.521973, 0.000000
340, -0.776367, 0.037354, -0.495850, -20.004272, 6.820679, -22.354126, 0.000000
341, -0.771973, 0.041992, -0.495361, -20.156860, 6.698608, -22.232056, 0.000000
341, -0.766357, 0.037354, -0.486084, -20.477295, 6.729126, -22.048950, 0.000000
341, -0.763916, 0.040771, -0.481689, -20.858765, 6.744385, -21.667480, 0.000000
341, -0.767090, 0.037354, -0.473389, -21.087646, 6.881714, -21.362305, 0.000000
341, -0.761230, 0.034668, -0.473389, -21.118164, 6.744385, -21.102905, 0.000000
341, -0.765137, 0.034668, -0.475830, -21.362305, 7.080078, -20.797729, 0.000000
341, -0.763916, 0.039307, -0.476807, -21.240234, 7.324219, -20.370483, 0.000000
341, -0.762207, 0.041016, -0.479492, -20.736694, 7.431030, -20.111084, 0.000000
341, -0.761963, 0.042969, -0.490723, -20.538330, 7.446289, -19.836426, 0.000000
341, -0.758545, 0.050781, -0.489502, -20.507813, 7.476807, -19.485474, 0.000000
341, -0.759033, 0.056396, -0.488037, -20.401001, 7.598877, -19.119263, 0.000000
341, -0.759521, 0.058594, -0.494629, -20.156860, 7.369995, -18.875122, 0.000000
341, -0.759033, 0.070801, -0.502441, -19.943237, 7.141113, -18.524170, 0.000000
341, -0.759277, 0.071045, -0.492920, -19.775391, 7.217407, -18.325806, 0.000000
341, -0.758789, 0.078857, -0.494629, -19.439697, 7.049561, -18.325806, 0.000000
341, -0.755859, 0.081787, -0.492188, -19.439697, 6.866455, -18.127441, 0.000000
341, -0.756348, 0.081299, -0.490234, -19.393921, 6.973267, -18.051147, 0.000000
342, -0.753418, 0.089355, -0.494629, -19.180298, 6.942749, -17.898560, 0.000000
342, -0.753174, 0.087646, -0.493164, -18.737793, 6.958008, -17.761230, 0.000000
342, -0.753174, 0.088135, -0.488037, -18.188477, 7.080078, -17.715454, 0.000000
342, -0.751953, 0.097412, -0.486572, -17.654419, 7.247925, -17.547607, 0.000000
342, -0.750732, 0.095703, -0.481201, -17.059326, 7.461548, -17.425537, 0.000000
342, -0.751709, 0.102783, -0.484619, -16.571045, 7.644653, -17.242432, 0.000000
342, -0.752930, 0.113281, -0.480957, -15.838623, 7.934570, -17.105103, 0.000000
342, -0.754883, 0.119141, -0.485107, -15.258789, 8.407593, -17.166138, 0.000000
342, -0.756592, 0.128906, -0.492676, -14.755249, 8.804321, -17.272949, 0.000000
342, -0.759766, 0.134277, -0.485107, -14.312744, 9.185791, -17.227173, 0.000000
342, -0.761963, 0.147217, -0.500000, -13.854980, 9.658813, -17.196655, 0.000000
342, -0.756348, 0.150635, -0.507080, -13.870239, 9.658813, -17.486572, 0.000000
342, -0.754150, 0.156982, -0.506104, -13.656616, 9.674072, -17.761230, 0.000000
342, -0.751221, 0.168945, -0.512695, -13.626099, 9.674072, -17.913818, 0.000000
342, -0.752686, 0.166992, -0.521484, -13.900757, 9.521484, -18.280029, 0.000000
342, -0.746826, 0.169434, -0.524170, -14.312744, 9.582520, -18.493652, 0.000000
343, -0.748535, 0.170898, -0.523682, -14.663696, 9.567261, -18.661499, 0.000000
343, -0.743896, 0.169189, -0.525879, -14.862061, 9.353638, -18.966675, 0.000000
343, -0.745605, 0.165283, -0.522705, -15.228271, 9.124756, -18.997192, 0.000000
343, -0.736816, 0.164063, -0.528809, -15.441895, 8.880615, -19.241333, 0.000000
343, -0.736328, 0.158447, -0.519775, -15.548706, 8.804321, -19.241333, 0.000000
343, -0.736084, 0.153564, -0.513184, -15.899658, 8.895874, -19.332886, 0.000000
343, -0.724121, 0.146729, -0.511230, -16.403198, 8.941650, -19.454956, 0.000000
343, -0.723389, 0.135742, -0.510742, -16.387939, 9.155273, -19.485474, 0.000000
343, -0.725098, 0.124268, -0.506348, -16.326904, 9.384155, -19.439697, 0.000000
343, -0.720459, 0.121826, -0.512207, -16.403198, 9.582520, -19.302368, 0.000000
343, -0.721191, 0.113037, -0.505615, -16.235352, 9.948730, -18.997192, 0.000000
343, -0.714355, 0.107422, -0.507324, -16.113281, 10.543823, -18.829346, 0.000000
343, -0.714844, 0.108398, -0.509521, -15.777588, 10.955811, -18.447876, 0.000000
343, -0.720459, 0.102295, -0.508057, -15.808105, 11.413574, -17.944336, 0.000000
343, -0.721191, 0.096924, -0.510498, -15.869141, 11.718750, -17.562866, 0.000000
343, -0.721191, 0.096680, -0.520508, -15.808105, 12.161255, -16.937256, 0.000000
343, -0.726074, 0.095703, -0.529541, -15.930176, 12.390137, -16.326904, 0.000000
344, -0.728760, 0.097656, -0.540771, -16.036987, 12.573242, -15.808105, 0.000000
344, -0.732178, 0.107178, -0.556152, -16.021729, 12.878418, -15.197754, 0.000000
344, -0.738037, 0.108154, -0.566162, -16.296387, 12.969971, -14.663696, 0.000000
344, -0.742188, 0.113770, -0.577148, -16.616821, 12.664795, -14.129639, 0.000000
344, -0.743896, 0.120850, -0.591309, -16.952515, 12.313843, -13.702393, 0.000000
344, -0.751465, 0.117676, -0.594971, -17.166138, 11.962891, -13.290405, 0.000000
344, -0.748291, 0.118408, -0.607178, -17.486572, 11.230469, -12.863159, 0.000000
344, -0.750732, 0.117188, -0.609863, -17.883301, 10.543823, -12.634277, 0.000000
344, -0.752441, 0.110107, -0.604980, -18.035889, 9.918213, -12.512207, 0.000000
344, -0.751709, 0.101807, -0.605469, -17.898560, 9.384155, -12.313843, 0.000000
344, -0.750488, 0.094238, -0.597656, -17.837524, 8.636475, -11.962891, 0.000000
344, -0.747070, 0.092529, -0.597900, -17.578125, 8.209229, -11.672974, 0.000000
344, -0.752197, 0.089111, -0.594971, -17.471313, 7.827759, -11.459351, 0.000000
344, -0.749268, 0.090088, -0.582520, -17.425537, 7.537842, -11.154175, 0.000000
344, -0.751221, 0.096924, -0.575195, -16.967773, 7.354736, -10.665894, 0.000000
344, -0.749023, 0.102783, -0.569092, -16.677856, 7.034302, -10.391235, 0.000000
344, -0.746338, 0.105469, -0.562500, -16.555786, 6.851196, -10.101318, 0.000000
345, -0.748779, 0.109863, -0.560059, -16.601563, 6.912231, -9.841919, 0.000000
345, -0.747070, 0.109619, -0.551025, -16.616821, 6.942749, -9.658813, 0.000000
345, -0.745117, 0.116699, -0.554932, -16.708374, 6.744385, -9.567261, 0.000000
345, -0.746094, 0.116455, -0.548828, -16.983032, 6.866455, -9.521484, 0.000000
345, -0.747559, 0.121582, -0.547119, -16.983032, 7.202148, -9.582520, 0.000000
345, -0.748047, 0.119629, -0.542969, -17.028809, 7.385254, -9.582520, 0.000000
345, -0.750977, 0.123779, -0.541992, -17.257690, 7.263184, -9.552002, 0.000000
345, -0.756836, 0.124023, -0.542725, -17.608643, 7.263184, -9.689331, 0.000000
345, -0.760742, 0.129395, -0.548828, -17.562866, 7.339478, -9.689331, 0.000000
345, -0.763184, 0.132813, -0.551025, -17.822266, 7.339478, -9.887695, 0.000000
345, -0.760986, 0.133789, -0.551758, -18.020630, 7.583618, -10.055542, 0.000000
345, -0.765869, 0.138672, -0.559326, -18.142700, 7.583618, -10.391235, 0.000000
345, -0.765625, 0.137207, -0.565186, -18.463135, 7.369995, -10.696411, 0.000000
345, -0.768066, 0.138184, -0.574951, -18.875122, 7.400513, -11.077881, 0.000000
345, -0.775879, 0.138428, -0.579590, -19.256592, 7.110596, -11.505127, 0.000000
345, -0.777588, 0.135986, -0.590576, -19.165039, 6.790161, -11.932373, 0.000000
346, -0.780029, 0.129395, -0.596924, -19.165039, 6.668091, -12.420654, 0.000000
346, -0.780029, 0.121338, -0.600586, -19.119263, 6.271362, -12.939453, 0.000000
346, -0.784912, 0.118164, -0.605957, -19.073486, 5.905151, -13.336182, 0.000000
346, -0.780029, 0.110840, -0.602539, -18.768311, 5.462646, -13.595581, 0.000000
346, -0.781982, 0.102783, -0.608643, -18.508911, 5.111694, -13.854980, 0.000000
346, -0.787598, 0.097412, -0.616211, -18.249512, 4.547119, -14.007568, 0.000000
346, -0.787598, 0.092529, -0.617188, -17.822266, 4.287720, -14.083862, 0.000000
346, -0.789063, 0.090820, -0.619385, -17.242432, 3.890991, -14.175415, 0.000000
346, -0.787109, 0.080811, -0.618408, -16.921997, 3.479004, -14.144897, 0.000000
346, -0.782715, 0.076904, -0.619141, -16.723633, 2.944946, -14.312744, 0.000000
346, -0.779297, 0.066895, -0.609863, -16.250610, 2.609253, -14.358521, 0.000000
346, -0.779297, 0.060059, -0.609131, -15.914917, 2.441406, -14.434814, 0.000000
346, -0.776367, 0.055176, -0.606934, -15.365601, 1.998901, -14.358521, 0.000000
346, -0.778809, 0.045898, -0.598633, -14.755249, 1.770020, -14.312744, 0.000000
346, -0.778809, 0.036377, -0.604248, -14.022827, 1.556396, -14.175415, 0.000000
346, -0.781250, 0.038086, -0.598633, -13.275146, 1.159668, -13.977051, 0.000000
346, -0.781006, 0.039307, -0.592041, -12.451172, 1.159668, -13.748169, 0.000000
347, -0.779297, 0.037109, -0.588867, -11.932373, 1.007080, -13.656616, 0.000000
347, -0.775391, 0.035156, -0.579834, -11.444092, 0.762939, -13.381958, 0.000000
347, -0.776123, 0.037842, -0.577881, -10.971069, 0.717163, -13.000488, 0.000000
347, -0.776855, 0.034668, -0.573975, -10.910034, 0.488281, -12.847900, 0.000000
347, -0.773682, 0.029785, -0.567383, -10.803223, 0.427246, -12.496948, 0.000000
347, -0.772705, 0.026611, -0.561035, -10.864258, 0.335693, -12.145996, 0.000000
347, -0.770752, 0.023926, -0.561768, -11.016846, 0.213623, -11.672974, 0.000000
347, -0.767090, 0.020996, -0.557617, -11.245728, 0.091553, -11.413574, 0.000000
347, -0.765137, 0.013428, -0.562012, -11.245728, 0.061035, -10.986328, 0.000000
347, -0.763428, 0.005859, -0.551025, -11.444092, -0.030518, -10.498047, 0.000000
347, -0.762939, 0.004395, -0.564209, -11.352539, 0.106812, -9.933472, 0.000000
347, -0.764404, 0.000977, -0.563965, -11.383057, 0.167847, -9.185791, 0.000000
347, -0.765625, 0.002441, -0.558838, -11.489868, 0.305176, -8.651733, 0.000000
347, -0.767578, 0.005371, -0.558350, -11.123657, 0.320435, -8.087158, 0.000000
347, -0.765869, 0.004150, -0.564941, -10.955811, 0.366211, -7.232666, 0.000000
347, -0.770020, 0.010498, -0.565918, -10.955811, 0.320435, -6.805420, 0.000000
347, -0.766113, 0.009277, -0.570557, -10.818481, 0.274658, -6.240845, 0.000000
348, -0.769043, 0.016113, -0.571533, -10.803223, 0.427246, -5.645752, 0.000000
348, -0.770752, 0.018311, -0.570801, -10.665894, 0.411987, -5.172729, 0.000000
348, -0.768066, 0.022949, -0.577148, -10.742188, 0.289917, -4.714966, 0.000000
348, -0.767090, 0.027100, -0.571533, -10.772705, 0.061035, -4.135132, 0.000000
348, -0.776367, 0.034912, -0.570801, -11.077881, -0.030518, -3.616333, 0.000000
348, -0.775635, 0.043945, -0.578857, -11.337280, -0.091553, -3.280640, 0.000000
348, -0.782471, 0.047852, -0.585693, -11.306763, -0.152588, -2.944946, 0.000000
348, -0.788330, 0.054199, -0.588867, -11.260986, -0.381470, -2.578735, 0.000000
348, -0.784180, 0.057861, -0.588867, -11.596680, -0.625610, -2.593994, 0.000000
348, -0.789307, 0.062988, -0.600830, -11.901855, -0.854492, -2.365112, 0.000000
348, -0.789795, 0.068604, -0.609131, -11.886597, -1.068115, -2.059937, 0.000000
348, -0.790283, 0.066162, -0.620605, -11.978149, -1.205444, -1.983643, 0.000000
348, -0.800537, 0.072998, -0.627686, -11.871338, -1.419067, -2.029419, 0.000000
348, -0.799805, 0.077881, -0.639404, -11.840820, -1.953125, -2.197266, 0.000000
348, -0.803955, 0.077148, -0.639648, -11.779785, -2.334595, -2.319336, 0.000000
348, -0.800537, 0.078613, -0.644043, -11.444092, -2.624512, -2.563477, 0.000000
348, -0.806152, 0.076172, -0.647461, -11.169434, -3.387451, -2.853394, 0.000000
349, -0.802490, 0.073730, -0.640625, -11.093140, -3.967285, -3.143311, 0.000000
349, -0.803223, 0.069824, -0.639648, -10.665894, -4.211426, -3.341675, 0.000000
349, -0.804199, 0.072021, -0.629639, -10.025024, -4.776001, -3.387451, 0.000000
349, -0.806641, 0.065674, -0.624512, -9.735107, -5.187988, -3.585815, 0.000000
349, -0.805420, 0.066162, -0.612061, -9.552002, -5.432129, -3.662109, 0.000000
349, -0.807129, 0.064453, -0.613037, -9.429932, -5.447388, -3.555298, 0.000000
349, -0.801025, 0.061523, -0.614014, -9.216309, -5.584717, -3.601074, 0.000000
349, -0.795898, 0.060547, -0.603760, -8.987427, -5.950928, -3.509521, 0.000000
349, -0.794678, 0.055664, -0.602539, -8.834839, -5.966187, -3.479004, 0.000000
349, -0.795410, 0.054443, -0.593262, -8.880615, -6.011963, -3.311157, 0.000000
349, -0.792480, 0.053955, -0.589844, -8.972168, -6.057739, -3.051758, 0.000000
349, -0.793457, 0.047119, -0.583496, -9.017944, -5.905151, -2.899170, 0.000000
349, -0.791504, 0.043701, -0.582031, -8.956909, -5.920410, -2.487183, 0.000000
349, -0.795898, 0.045654, -0.575684, -9.201050, -5.676270, -2.258301, 0.000000
349, -0.795898, 0.041504, -0.580078, -9.262085, -5.371094, -2.029419, 0.000000
349, -0.795654, 0.039795, -0.575439, -9.109497, -5.172729, -1.754761, 0.000000
350, -0.793945, 0.030518, -0.574219, -9.094238, -4.882813, -1.434326, 0.000000
350, -0.793945, 0.033447, -0.571289, -8.987427, -4.806519, -1.098633, 0.000000
350, -0.790283, 0.031250, -0.567383, -8.804321, -4.623413, -0.778198, 0.000000
350, -0.794434, 0.034668, -0.567627, -8.483887, -4.272461, -0.503540, 0.000000
350, -0.795410, 0.037842, -0.571533, -8.422852, -3.921509, -0.045776, 0.000000
350, -0.797363, 0.046143, -0.558350, -8.499146, -3.509521, 0.442505, 0.000000
350, -0.799072, 0.050293, -0.555664, -8.483887, -3.173828, 0.869751, 0.000000
350, -0.800293, 0.056641, -0.560791, -8.834839, -2.929688, 1.007080, 0.000000
350, -0.797119, 0.065430, -0.557373, -9.002686, -2.624512, 1.419067, 0.000000
350, -0.803223, 0.070313, -0.559082, -9.323120, -2.426147, 1.586914, 0.000000
350, -0.799072, 0.071289, -0.560059, -9.750366, -2.136230, 1.831055, 0.000000
350, -0.802002, 0.077637, -0.560547, -10.238647, -1.983643, 1.785278, 0.000000
350, -0.803955, 0.076172, -0.562500, -10.711670, -1.556396, 1.998901, 0.000000
350, -0.806152, 0.075928, -0.570801, -10.910034, -1.388550, 2.182007, 0.000000
350, -0.804443, 0.081299, -0.569336, -11.291504, -1.205444, 2.227783, 0.000000
350, -0.803223, 0.080811, -0.573730, -11.688232, -0.991821, 2.456665, 0.000000
350, -0.805420, 0.082031, -0.580566, -12.100220, -1.052856, 2.471924, 0.000000
351, -0.806396, 0.085449, -0.581543, -12.512207, -1.083374, 2.426147, 0.000000
351, -0.803223, 0.085693, -0.581299, -12.725830, -0.991821, 2.609253, 0.000000
351, -0.799561, 0.089600, -0.583496, -13.183594, -0.946045, 2.731323, 0.000000
351, -0.804688, 0.091064, -0.584961, -13.442993, -0.930786, 2.655029, 0.000000
351, -0.804443, 0.087402, -0.582275, -13.916016, -1.037598, 2.624512, 0.000000
351, -0.806641, 0.087891, -0.586426, -14.343262, -1.098633, 2.502441, 0.000000
351, -0.806396, 0.090576, -0.593750, -14.419556, -0.839233, 2.624512, 0.000000
351, -0.803711, 0.089111, -0.591064, -14.739990, -0.778198, 2.502441, 0.000000
351, -0.808350, 0.089355, -0.594482, -14.846802, -0.579834, 2.273560, 0.000000
351, -0.804932, 0.087891, -0.596680, -14.984131, -0.534058, 2.166748, 0.000000
351, -0.805420, 0.086426, -0.600830, -15.319824, -0.640869, 1.876831, 0.000000
351, -0.809082, 0.089355, -0.602539, -15.563965, -0.732422, 1.770020, 0.000000
351, -0.811768, 0.085449, -0.601807, -15.762329, -0.854492, 1.571655, 0.000000
351, -0.809570, 0.083008, -0.604980, -15.670776, -0.869751, 1.342773, 0.000000
351, -0.812744, 0.087402, -0.614258, -15.792847, -0.839233, 1.205444, 0.000000
351, -0.810303, 0.081543, -0.613281, -16.159058, -0.778198, 0.946045, 0.000000
351, -0.812988, 0.078613, -0.610596, -16.403198, -0.946045, 0.564575, 0.000000
352, -0.813232, 0.073242, -0.610840, -16.525269, -1.068115, 0.381470, 0.000000
352, -0.815186, 0.068115, -0.617676, -16.571045, -1.174927, 0.167847, 0.000000
352, -0.817627, 0.067383, -0.617676, -16.799927, -1.342773, 0.076294, 0.000000
352, -0.818848, 0.066406, -0.622559, -16.937256, -1.495361, -0.091553, 0.000000
352, -0.816162, 0.064697, -0.630859, -16.845703, -1.602173, -0.091553, 0.000000
352, -0.818604, 0.059326, -0.639648, -16.967773, -1.724243, -0.122070, 0.000000
352, -0.819824, 0.061279, -0.639648, -16.937256, -1.892090, -0.320435, 0.000000
352, -0.825195, 0.057373, -0.645264, -17.059326, -1.983643, -0.473022, 0.000000
352, -0.822266, 0.062256, -0.645752, -16.983032, -2.075195, -0.579834, 0.000000
352, -0.823242, 0.062744, -0.652588, -16.937256, -2.304077, -0.656128, 0.000000
352, -0.823242, 0.065186, -0.647949, -17.013550, -2.548218, -0.946045, 0.000000
352, -0.822510, 0.071777, -0.639160, -17.166138, -2.853394, -1.068115, 0.000000
352, -0.820557, 0.072266, -0.627930, -17.532349, -3.036499, -1.281738, 0.000000
352, -0.818848, 0.078125, -0.629883, -17.944336, -3.067017, -1.495361, 0.000000
352, -0.820068, 0.085205, -0.616943, -18.325806, -2.914429, -1.602173, 0.000000
352, -0.818848, 0.076172, -0.613281, -18.554688, -2.532959, -1.892090, 0.000000
